race_date,meet,race_no,bet_type,combination,odds,raw_text
2000-01-30,서울,3,단승식,⑤,1.8,⑤ 1.8
2000-01-30,서울,3,연승식,⑤,1.1,⑤ 1.1 ⑦ 1.3 ② 1.7
2000-01-30,서울,3,연승식,⑦,1.3,⑤ 1.1 ⑦ 1.3 ② 1.7
2000-01-30,서울,3,연승식,②,1.7,⑤ 1.1 ⑦ 1.3 ② 1.7
2000-01-30,서울,3,복승식,⑤⑦,2.1,⑤⑦ 2.1
2000-01-30,서울,3,쌍승식,,,
2000-01-30,서울,3,복연승식,,,
2000-01-30,서울,3,삼복승식,,,
2000-01-30,서울,3,삼쌍승식,,,
2000-01-30,서울,4,단승식,⑨,2.3,⑨ 2.3
2000-01-30,서울,4,연승식,⑨,1.2,⑨ 1.2 ② 1.3 ① 3.6
2000-01-30,서울,4,연승식,②,1.3,⑨ 1.2 ② 1.3 ① 3.6
2000-01-30,서울,4,연승식,①,3.6,⑨ 1.2 ② 1.3 ① 3.6
2000-01-30,서울,4,복승식,②⑨,2.9,②⑨ 2.9
2000-01-30,서울,4,쌍승식,,,
2000-01-30,서울,4,복연승식,,,
2000-01-30,서울,4,삼복승식,,,
2000-01-30,서울,4,삼쌍승식,,,
2000-01-30,서울,1,단승식,⑧,6.6,⑧ 6.6
2000-01-30,서울,1,연승식,⑧,1.6,⑧ 1.6 ⑪ 3.1 ① 1.1
2000-01-30,서울,1,연승식,⑪,3.1,⑧ 1.6 ⑪ 3.1 ① 1.1
2000-01-30,서울,1,연승식,①,1.1,⑧ 1.6 ⑪ 3.1 ① 1.1
2000-01-30,서울,1,복승식,⑧⑪,46.7,⑧⑪ 46.7
2000-01-30,서울,1,쌍승식,,,
2000-01-30,서울,1,복연승식,,,
2000-01-30,서울,1,삼복승식,,,
2000-01-30,서울,1,삼쌍승식,,,
2000-01-30,서울,2,단승식,⑦,1.7,⑦ 1.7
2000-01-30,서울,2,연승식,⑦,1.2,⑦ 1.2 ⑤ 1.9 ⑥ 1.7
2000-01-30,서울,2,연승식,⑤,1.9,⑦ 1.2 ⑤ 1.9 ⑥ 1.7
2000-01-30,서울,2,연승식,⑥,1.7,⑦ 1.2 ⑤ 1.9 ⑥ 1.7
2000-01-30,서울,2,복승식,⑤⑦,6.3,⑤⑦ 6.3
2000-01-30,서울,2,쌍승식,,,
2000-01-30,서울,2,복연승식,,,
2000-01-30,서울,2,삼복승식,,,
2000-01-30,서울,2,삼쌍승식,,,
2000-01-30,서울,3,단승식,⑤,1.8,⑤ 1.8
2000-01-30,서울,3,연승식,⑤,1.1,⑤ 1.1 ⑦ 1.3 ② 1.7
2000-01-30,서울,3,연승식,⑦,1.3,⑤ 1.1 ⑦ 1.3 ② 1.7
2000-01-30,서울,3,연승식,②,1.7,⑤ 1.1 ⑦ 1.3 ② 1.7
2000-01-30,서울,3,복승식,⑤⑦,2.1,⑤⑦ 2.1
2000-01-30,서울,3,쌍승식,,,
2000-01-30,서울,3,복연승식,,,
2000-01-30,서울,3,삼복승식,,,
2000-01-30,서울,3,삼쌍승식,,,
2000-01-30,서울,4,단승식,⑨,2.3,⑨ 2.3
2000-01-30,서울,4,연승식,⑨,1.2,⑨ 1.2 ② 1.3 ① 3.6
2000-01-30,서울,4,연승식,②,1.3,⑨ 1.2 ② 1.3 ① 3.6
2000-01-30,서울,4,연승식,①,3.6,⑨ 1.2 ② 1.3 ① 3.6
2000-01-30,서울,4,복승식,②⑨,2.9,②⑨ 2.9
2000-01-30,서울,4,쌍승식,,,
2000-01-30,서울,4,복연승식,,,
2000-01-30,서울,4,삼복승식,,,
2000-01-30,서울,4,삼쌍승식,,,
2000-01-30,서울,5,단승식,⑩,97.3,⑩ 97.3
2000-01-30,서울,5,연승식,⑩,5.9,⑩ 5.9 ⑤ 1.1 ⑨ 8.1
2000-01-30,서울,5,연승식,⑤,1.1,⑩ 5.9 ⑤ 1.1 ⑨ 8.1
2000-01-30,서울,5,연승식,⑨,8.1,⑩ 5.9 ⑤ 1.1 ⑨ 8.1
2000-01-30,서울,5,복승식,⑤⑩,22.1,⑤⑩ 22.1
2000-01-30,서울,5,쌍승식,,,
2000-01-30,서울,5,복연승식,,,
2000-01-30,서울,5,삼복승식,,,
2000-01-30,서울,5,삼쌍승식,,,
2000-01-30,서울,6,단승식,⑦,2.2,⑦ 2.2
2000-01-30,서울,6,연승식,⑦,1.4,⑦ 1.4 ③ 2.6 ⑫ 2.3
2000-01-30,서울,6,연승식,③,2.6,⑦ 1.4 ③ 2.6 ⑫ 2.3
2000-01-30,서울,6,연승식,⑫,2.3,⑦ 1.4 ③ 2.6 ⑫ 2.3
2000-01-30,서울,6,복승식,③⑦,9.0,③⑦ 9.0
2000-01-30,서울,6,쌍승식,,,
2000-01-30,서울,6,복연승식,,,
2000-01-30,서울,6,삼복승식,,,
2000-01-30,서울,6,삼쌍승식,,,
2000-01-30,서울,7,단승식,⑨,1.2,⑨ 1.2
2000-01-30,서울,7,연승식,⑨,1.0,⑨ 1.0 ⑥ 4.5 ② 2.4
2000-01-30,서울,7,연승식,⑥,4.5,⑨ 1.0 ⑥ 4.5 ② 2.4
2000-01-30,서울,7,연승식,②,2.4,⑨ 1.0 ⑥ 4.5 ② 2.4
2000-01-30,서울,7,복승식,⑥⑨,9.6,⑥⑨ 9.6
2000-01-30,서울,7,쌍승식,,,
2000-01-30,서울,7,복연승식,,,
2000-01-30,서울,7,삼복승식,,,
2000-01-30,서울,7,삼쌍승식,,,
2000-01-30,서울,8,단승식,⑨,1.8,⑨ 1.8
2000-01-30,서울,8,연승식,⑨,1.1,⑨ 1.1 ⑧ 1.3 ⑦ 2.2
2000-01-30,서울,8,연승식,⑧,1.3,⑨ 1.1 ⑧ 1.3 ⑦ 2.2
2000-01-30,서울,8,연승식,⑦,2.2,⑨ 1.1 ⑧ 1.3 ⑦ 2.2
2000-01-30,서울,8,복승식,⑧⑨,2.1,⑧⑨ 2.1
2000-01-30,서울,8,쌍승식,,,
2000-01-30,서울,8,복연승식,,,
2000-01-30,서울,8,삼복승식,,,
2000-01-30,서울,8,삼쌍승식,,,
2000-01-30,서울,9,단승식,③,1.9,③ 1.9
2000-01-30,서울,9,연승식,③,1.2,③ 1.2 ⑪ 1.3 ⑭ 5.8
2000-01-30,서울,9,연승식,⑪,1.3,③ 1.2 ⑪ 1.3 ⑭ 5.8
2000-01-30,서울,9,연승식,⑭,5.8,③ 1.2 ⑪ 1.3 ⑭ 5.8
2000-01-30,서울,9,복승식,③⑪,2.6,③⑪ 2.6
2000-01-30,서울,9,쌍승식,,,
2000-01-30,서울,9,복연승식,,,
2000-01-30,서울,9,삼복승식,,,
2000-01-30,서울,9,삼쌍승식,,,
2000-01-30,서울,10,단승식,⑦,1.4,⑦ 1.4
2000-01-30,서울,10,연승식,⑦,1.1,⑦ 1.1 ⑫ 2.1 ③ 1.4
2000-01-30,서울,10,연승식,⑫,2.1,⑦ 1.1 ⑫ 2.1 ③ 1.4
2000-01-30,서울,10,연승식,③,1.4,⑦ 1.1 ⑫ 2.1 ③ 1.4
2000-01-30,서울,10,복승식,⑦⑫,5.4,⑦⑫ 5.4
2000-01-30,서울,10,쌍승식,,,
2000-01-30,서울,10,복연승식,,,
2000-01-30,서울,10,삼복승식,,,
2000-01-30,서울,10,삼쌍승식,,,
2000-01-30,서울,11,단승식,⑨,3.3,⑨ 3.3
2000-01-30,서울,11,연승식,⑨,1.8,⑨ 1.8 ⑪ 1.9 ④ 13.9 ⑦ 1.0
2000-01-30,서울,11,연승식,⑪,1.9,⑨ 1.8 ⑪ 1.9 ④ 13.9 ⑦ 1.0
2000-01-30,서울,11,연승식,④,13.9,⑨ 1.8 ⑪ 1.9 ④ 13.9 ⑦ 1.0
2000-01-30,서울,11,연승식,⑦,1.0,⑨ 1.8 ⑪ 1.9 ④ 13.9 ⑦ 1.0
2000-01-30,서울,11,복승식,⑨⑪,9.5,⑨⑪ 9.5
2000-01-30,서울,11,쌍승식,,,
2000-01-30,서울,11,복연승식,,,
2000-01-30,서울,11,삼복승식,,,
2000-01-30,서울,11,삼쌍승식,,,
2000-01-08,제주,1,단승식,④,3.4,④ 3.4
2000-01-08,제주,1,연승식,④,2.3,④ 2.3 ⑥ 4.2 ② 5.7
2000-01-08,제주,1,연승식,⑥,4.2,④ 2.3 ⑥ 4.2 ② 5.7
2000-01-08,제주,1,연승식,②,5.7,④ 2.3 ⑥ 4.2 ② 5.7
2000-01-08,제주,1,복승식,④⑥,40.9,④⑥ 40.9
2000-01-08,제주,1,쌍승식,,,
2000-01-08,제주,1,복연승식,,,
2000-01-08,제주,1,삼복승식,,,
2000-01-08,제주,1,삼쌍승식,,,
2000-01-08,제주,2,단승식,⑥,8.8,⑥ 8.8
2000-01-08,제주,2,연승식,⑥,2.1,⑥ 2.1 ⑤ 7.8 ③ 3.3
2000-01-08,제주,2,연승식,⑤,7.8,⑥ 2.1 ⑤ 7.8 ③ 3.3
2000-01-08,제주,2,연승식,③,3.3,⑥ 2.1 ⑤ 7.8 ③ 3.3
2000-01-08,제주,2,복승식,⑥⑤,105.1,⑥⑤ 105.1
2000-01-08,제주,2,쌍승식,,,
2000-01-08,제주,2,복연승식,,,
2000-01-08,제주,2,삼복승식,,,
2000-01-08,제주,2,삼쌍승식,,,
2000-01-08,제주,3,단승식,⑤,2.7,⑤ 2.7
2000-01-08,제주,3,연승식,⑤,1.2,⑤ 1.2 ⑦ 2.2 ③ 3.6
2000-01-08,제주,3,연승식,⑦,2.2,⑤ 1.2 ⑦ 2.2 ③ 3.6
2000-01-08,제주,3,연승식,③,3.6,⑤ 1.2 ⑦ 2.2 ③ 3.6
2000-01-08,제주,3,복승식,⑤⑦,3.6,⑤⑦ 3.6
2000-01-08,제주,3,쌍승식,,,
2000-01-08,제주,3,복연승식,,,
2000-01-08,제주,3,삼복승식,,,
2000-01-08,제주,3,삼쌍승식,,,
2000-01-08,제주,4,단승식,①,2.7,① 2.7
2000-01-08,제주,4,연승식,①,1.5,① 1.5 ③ 3.0 ⑦ 3.0
2000-01-08,제주,4,연승식,③,3.0,① 1.5 ③ 3.0 ⑦ 3.0
2000-01-08,제주,4,연승식,⑦,3.0,① 1.5 ③ 3.0 ⑦ 3.0
2000-01-08,제주,4,복승식,①③,6.0,①③ 6.0
2000-01-08,제주,4,쌍승식,,,
2000-01-08,제주,4,복연승식,,,
2000-01-08,제주,4,삼복승식,,,
2000-01-08,제주,4,삼쌍승식,,,
2000-01-08,제주,5,단승식,⑥,1.4,⑥ 1.4
2000-01-08,제주,5,연승식,⑥,1.2,⑥ 1.2 ③ 1.8 ⑧ 1.3
2000-01-08,제주,5,연승식,③,1.8,⑥ 1.2 ③ 1.8 ⑧ 1.3
2000-01-08,제주,5,연승식,⑧,1.3,⑥ 1.2 ③ 1.8 ⑧ 1.3
2000-01-08,제주,5,복승식,⑥③,3.0,⑥③ 3.0
2000-01-08,제주,5,쌍승식,,,
2000-01-08,제주,5,복연승식,,,
2000-01-08,제주,5,삼복승식,,,
2000-01-08,제주,5,삼쌍승식,,,
2000-01-08,제주,6,단승식,⑩,1.3,⑩ 1.3
2000-01-08,제주,6,연승식,⑩,1.2,⑩ 1.2 ③ 3.0 ⑤ 8.2
2000-01-08,제주,6,연승식,③,3.0,⑩ 1.2 ③ 3.0 ⑤ 8.2
2000-01-08,제주,6,연승식,⑤,8.2,⑩ 1.2 ③ 3.0 ⑤ 8.2
2000-01-08,제주,6,복승식,⑩③,10.6,⑩③ 10.6
2000-01-08,제주,6,쌍승식,,,
2000-01-08,제주,6,복연승식,,,
2000-01-08,제주,6,삼복승식,,,
2000-01-08,제주,6,삼쌍승식,,,
2000-01-08,제주,7,단승식,①,5.1,① 5.1
2000-01-08,제주,7,연승식,①,2.9,① 2.9 ③ 1.1 ② 1.5
2000-01-08,제주,7,연승식,③,1.1,① 2.9 ③ 1.1 ② 1.5
2000-01-08,제주,7,연승식,②,1.5,① 2.9 ③ 1.1 ② 1.5
2000-01-08,제주,7,복승식,①③,29.7,①③ 29.7
2000-01-08,제주,7,쌍승식,,,
2000-01-08,제주,7,복연승식,,,
2000-01-08,제주,7,삼복승식,,,
2000-01-08,제주,7,삼쌍승식,,,
2000-01-08,제주,8,단승식,②,1.9,② 1.9
2000-01-08,제주,8,연승식,②,1.8,② 1.8 ⑩ 1.9 ④ 3.5
2000-01-08,제주,8,연승식,⑩,1.9,② 1.8 ⑩ 1.9 ④ 3.5
2000-01-08,제주,8,연승식,④,3.5,② 1.8 ⑩ 1.9 ④ 3.5
2000-01-08,제주,8,복승식,②⑩,3.5,②⑩ 3.5
2000-01-08,제주,8,쌍승식,,,
2000-01-08,제주,8,복연승식,,,
2000-01-08,제주,8,삼복승식,,,
2000-01-08,제주,8,삼쌍승식,,,
2000-01-08,제주,9,단승식,⑤,1.7,⑤ 1.7
2000-01-08,제주,9,연승식,⑤,1.0,⑤ 1.0 ① 2.0 ⑨ 1.0
2000-01-08,제주,9,연승식,①,2.0,⑤ 1.0 ① 2.0 ⑨ 1.0
2000-01-08,제주,9,연승식,⑨,1.0,⑤ 1.0 ① 2.0 ⑨ 1.0
2000-01-08,제주,9,복승식,⑤①,5.7,⑤① 5.7
2000-01-08,제주,9,쌍승식,,,
2000-01-08,제주,9,복연승식,,,
2000-01-08,제주,9,삼복승식,,,
2000-01-08,제주,9,삼쌍승식,,,
2000-01-08,제주,10,단승식,③,1.8,③ 1.8
2000-01-08,제주,10,연승식,③,1.0,③ 1.0 ④ 1.5 ⑤ 1.6
2000-01-08,제주,10,연승식,④,1.5,③ 1.0 ④ 1.5 ⑤ 1.6
2000-01-08,제주,10,연승식,⑤,1.6,③ 1.0 ④ 1.5 ⑤ 1.6
2000-01-08,제주,10,복승식,③④,2.0,③④ 2.0
2000-01-08,제주,10,쌍승식,③④,2.8,③④ 2.8
2000-01-08,제주,10,복연승식,,,
2000-01-08,제주,10,삼복승식,,,
2000-01-08,제주,10,삼쌍승식,,,
2000-01-09,제주,1,단승식,⑨,1.3,⑨ 1.3
2000-01-09,제주,1,연승식,⑨,1.2,⑨ 1.2 ① 1.7 ⑩ 2.0
2000-01-09,제주,1,연승식,①,1.7,⑨ 1.2 ① 1.7 ⑩ 2.0
2000-01-09,제주,1,연승식,⑩,2.0,⑨ 1.2 ① 1.7 ⑩ 2.0
2000-01-09,제주,1,복승식,⑨①,2.5,⑨① 2.5
2000-01-09,제주,1,쌍승식,,,
2000-01-09,제주,1,복연승식,,,
2000-01-09,제주,1,삼복승식,,,
2000-01-09,제주,1,삼쌍승식,,,
2000-01-09,제주,2,단승식,①,16.8,① 16.8
2000-01-09,제주,2,연승식,①,3.7,① 3.7 ⑨ 3.2 ⑦ 1.4
2000-01-09,제주,2,연승식,⑨,3.2,① 3.7 ⑨ 3.2 ⑦ 1.4
2000-01-09,제주,2,연승식,⑦,1.4,① 3.7 ⑨ 3.2 ⑦ 1.4
2000-01-09,제주,2,복승식,①⑨,93.1,①⑨ 93.1
2000-01-09,제주,2,쌍승식,,,
2000-01-09,제주,2,복연승식,,,
2000-01-09,제주,2,삼복승식,,,
2000-01-09,제주,2,삼쌍승식,,,
2000-01-09,제주,3,단승식,②,3.9,② 3.9
2000-01-09,제주,3,연승식,②,2.4,② 2.4 ④ 5.4 ⑦ 1.4
2000-01-09,제주,3,연승식,④,5.4,② 2.4 ④ 5.4 ⑦ 1.4
2000-01-09,제주,3,연승식,⑦,1.4,② 2.4 ④ 5.4 ⑦ 1.4
2000-01-09,제주,3,복승식,②④,43.9,②④ 43.9
2000-01-09,제주,3,쌍승식,,,
2000-01-09,제주,3,복연승식,,,
2000-01-09,제주,3,삼복승식,,,
2000-01-09,제주,3,삼쌍승식,,,
2000-01-09,제주,4,단승식,⑨,1.7,⑨ 1.7
2000-01-09,제주,4,연승식,⑨,1.4,⑨ 1.4 ② 1.8 ④ 1.8
2000-01-09,제주,4,연승식,②,1.8,⑨ 1.4 ② 1.8 ④ 1.8
2000-01-09,제주,4,연승식,④,1.8,⑨ 1.4 ② 1.8 ④ 1.8
2000-01-09,제주,4,복승식,⑨②,8.4,⑨② 8.4
2000-01-09,제주,4,쌍승식,,,
2000-01-09,제주,4,복연승식,,,
2000-01-09,제주,4,삼복승식,,,
2000-01-09,제주,4,삼쌍승식,,,
2000-01-09,제주,5,단승식,②,3.6,② 3.6
2000-01-09,제주,5,연승식,②,1.5,② 1.5 ③ 2.3 ⑥ 3.2
2000-01-09,제주,5,연승식,③,2.3,② 1.5 ③ 2.3 ⑥ 3.2
2000-01-09,제주,5,연승식,⑥,3.2,② 1.5 ③ 2.3 ⑥ 3.2
2000-01-09,제주,5,복승식,②③,14.9,②③ 14.9
2000-01-09,제주,5,쌍승식,,,
2000-01-09,제주,5,복연승식,,,
2000-01-09,제주,5,삼복승식,,,
2000-01-09,제주,5,삼쌍승식,,,
2000-01-09,제주,6,단승식,②,4.2,② 4.2
2000-01-09,제주,6,연승식,②,3.1,② 3.1 ⑦ 3.6 ④ 3.5
2000-01-09,제주,6,연승식,⑦,3.6,② 3.1 ⑦ 3.6 ④ 3.5
2000-01-09,제주,6,연승식,④,3.5,② 3.1 ⑦ 3.6 ④ 3.5
2000-01-09,제주,6,복승식,②⑦,5.4,②⑦ 5.4
2000-01-09,제주,6,쌍승식,,,
2000-01-09,제주,6,복연승식,,,
2000-01-09,제주,6,삼복승식,,,
2000-01-09,제주,6,삼쌍승식,,,
2000-01-09,제주,7,단승식,③,5.4,③ 5.4
2000-01-09,제주,7,연승식,③,1.6,③ 1.6 ⑥ 1.3 ⑤ 1.1
2000-01-09,제주,7,연승식,⑥,1.3,③ 1.6 ⑥ 1.3 ⑤ 1.1
2000-01-09,제주,7,연승식,⑤,1.1,③ 1.6 ⑥ 1.3 ⑤ 1.1
2000-01-09,제주,7,복승식,③⑥,7.1,③⑥ 7.1
2000-01-09,제주,7,쌍승식,,,
2000-01-09,제주,7,복연승식,,,
2000-01-09,제주,7,삼복승식,,,
2000-01-09,제주,7,삼쌍승식,,,
2000-01-09,제주,8,단승식,③,1.9,③ 1.9
2000-01-09,제주,8,연승식,③,1.3,③ 1.3 ⑦ 2.3 ⑥ 11.3
2000-01-09,제주,8,연승식,⑦,2.3,③ 1.3 ⑦ 2.3 ⑥ 11.3
2000-01-09,제주,8,연승식,⑥,11.3,③ 1.3 ⑦ 2.3 ⑥ 11.3
2000-01-09,제주,8,복승식,③⑦,3.2,③⑦ 3.2
2000-01-09,제주,8,쌍승식,,,
2000-01-09,제주,8,복연승식,,,
2000-01-09,제주,8,삼복승식,,,
2000-01-09,제주,8,삼쌍승식,,,
2000-01-09,제주,9,단승식,④,8.7,④ 8.7
2000-01-09,제주,9,연승식,④,3.9,④ 3.9 ⑤ 20.3
2000-01-09,제주,9,연승식,⑤,20.3,④ 3.9 ⑤ 20.3
2000-01-09,제주,9,복승식,④⑤,49.8,④⑤ 49.8
2000-01-09,제주,9,쌍승식,,,
2000-01-09,제주,9,복연승식,,,
2000-01-09,제주,9,삼복승식,,,
2000-01-09,제주,9,삼쌍승식,,,
2000-01-09,제주,10,단승식,③,22.2,③ 22.2
2000-01-09,제주,10,연승식,③,2.7,③ 2.7 ⑥ 1.6 ⑦ 4.2
2000-01-09,제주,10,연승식,⑥,1.6,③ 2.7 ⑥ 1.6 ⑦ 4.2
2000-01-09,제주,10,연승식,⑦,4.2,③ 2.7 ⑥ 1.6 ⑦ 4.2
2000-01-09,제주,10,복승식,③⑥,62.7,③⑥ 62.7
2000-01-09,제주,10,쌍승식,③⑥,166.1,③⑥ 166.1
2000-01-09,제주,10,복연승식,,,
2000-01-09,제주,10,삼복승식,,,
2000-01-09,제주,10,삼쌍승식,,,
2000-01-15,제주,1,단승식,②,1.7,② 1.7
2000-01-15,제주,1,연승식,②,1.0,② 1.0 ④ 1.3 ① 3.0
2000-01-15,제주,1,연승식,④,1.3,② 1.0 ④ 1.3 ① 3.0
2000-01-15,제주,1,연승식,①,3.0,② 1.0 ④ 1.3 ① 3.0
2000-01-15,제주,1,복승식,②④,1.6,②④ 1.6
2000-01-15,제주,1,쌍승식,②④,2.5,②④ 2.5
2000-01-15,제주,1,복연승식,,,
2000-01-15,제주,1,삼복승식,,,
2000-01-15,제주,1,삼쌍승식,,,
2000-01-15,제주,2,단승식,②,2.0,② 2.0
2000-01-15,제주,2,연승식,②,1.2,② 1.2 ④ 3.5 ⑩ 1.2
2000-01-15,제주,2,연승식,④,3.5,② 1.2 ④ 3.5 ⑩ 1.2
2000-01-15,제주,2,연승식,⑩,1.2,② 1.2 ④ 3.5 ⑩ 1.2
2000-01-15,제주,2,복승식,②④,16.8,②④ 16.8
2000-01-15,제주,2,쌍승식,,,
2000-01-15,제주,2,복연승식,,,
2000-01-15,제주,2,삼복승식,,,
2000-01-15,제주,2,삼쌍승식,,,
2000-01-15,제주,3,단승식,②,1.4,② 1.4
2000-01-15,제주,3,연승식,②,1.0,② 1.0 ⑨ 5.9 ③ 10.4
2000-01-15,제주,3,연승식,⑨,5.9,② 1.0 ⑨ 5.9 ③ 10.4
2000-01-15,제주,3,연승식,③,10.4,② 1.0 ⑨ 5.9 ③ 10.4
2000-01-15,제주,3,복승식,②⑨,14.1,②⑨ 14.1
2000-01-15,제주,3,쌍승식,,,
2000-01-15,제주,3,복연승식,,,
2000-01-15,제주,3,삼복승식,,,
2000-01-15,제주,3,삼쌍승식,,,
2000-01-15,제주,4,단승식,⑩,2.6,⑩ 2.6
2000-01-15,제주,4,연승식,⑩,1.2,⑩ 1.2 ① 3.8 ⑥ 1.9
2000-01-15,제주,4,연승식,①,3.8,⑩ 1.2 ① 3.8 ⑥ 1.9
2000-01-15,제주,4,연승식,⑥,1.9,⑩ 1.2 ① 3.8 ⑥ 1.9
2000-01-15,제주,4,복승식,⑩①,93.4,⑩① 93.4
2000-01-15,제주,4,쌍승식,,,
2000-01-15,제주,4,복연승식,,,
2000-01-15,제주,4,삼복승식,,,
2000-01-15,제주,4,삼쌍승식,,,
2000-01-15,제주,5,단승식,②,12.7,② 12.7
2000-01-15,제주,5,연승식,②,2.2,② 2.2 ⑨ 4.4 ⑤ 1.8
2000-01-15,제주,5,연승식,⑨,4.4,② 2.2 ⑨ 4.4 ⑤ 1.8
2000-01-15,제주,5,연승식,⑤,1.8,② 2.2 ⑨ 4.4 ⑤ 1.8
2000-01-15,제주,5,복승식,②⑨,91.5,②⑨ 91.5
2000-01-15,제주,5,쌍승식,②⑨,206.8,②⑨ 206.8
2000-01-15,제주,5,복연승식,,,
2000-01-15,제주,5,삼복승식,,,
2000-01-15,제주,5,삼쌍승식,,,
2000-01-15,제주,6,단승식,⑧,1.4,⑧ 1.4
2000-01-15,제주,6,연승식,⑧,1.0,⑧ 1.0 ⑩ 2.3 ④ 1.1
2000-01-15,제주,6,연승식,⑩,2.3,⑧ 1.0 ⑩ 2.3 ④ 1.1
2000-01-15,제주,6,연승식,④,1.1,⑧ 1.0 ⑩ 2.3 ④ 1.1
2000-01-15,제주,6,복승식,⑧⑩,5.1,⑧⑩ 5.1
2000-01-15,제주,6,쌍승식,,,
2000-01-15,제주,6,복연승식,,,
2000-01-15,제주,6,삼복승식,,,
2000-01-15,제주,6,삼쌍승식,,,
2000-01-15,제주,7,단승식,⑧,14.1,⑧ 14.1
2000-01-15,제주,7,연승식,⑧,3.5,⑧ 3.5 ⑥ 1.2 ⑨ 1.6
2000-01-15,제주,7,연승식,⑥,1.2,⑧ 3.5 ⑥ 1.2 ⑨ 1.6
2000-01-15,제주,7,연승식,⑨,1.6,⑧ 3.5 ⑥ 1.2 ⑨ 1.6
2000-01-15,제주,7,복승식,⑧⑥,13.2,⑧⑥ 13.2
2000-01-15,제주,7,쌍승식,,,
2000-01-15,제주,7,복연승식,,,
2000-01-15,제주,7,삼복승식,,,
2000-01-15,제주,7,삼쌍승식,,,
2000-01-15,제주,8,단승식,③,6.6,③ 6.6
2000-01-15,제주,8,연승식,③,3.3,③ 3.3 ② 1.3 ⑧ 2.1
2000-01-15,제주,8,연승식,②,1.3,③ 3.3 ② 1.3 ⑧ 2.1
2000-01-15,제주,8,연승식,⑧,2.1,③ 3.3 ② 1.3 ⑧ 2.1
2000-01-15,제주,8,복승식,③②,5.8,③② 5.8
2000-01-15,제주,8,쌍승식,,,
2000-01-15,제주,8,복연승식,,,
2000-01-15,제주,8,삼복승식,,,
2000-01-15,제주,8,삼쌍승식,,,
2000-01-15,제주,9,단승식,①,2.5,① 2.5
2000-01-15,제주,9,연승식,①,1.5,① 1.5 ⑩ 1.7 ⑨ 1.5
2000-01-15,제주,9,연승식,⑩,1.7,① 1.5 ⑩ 1.7 ⑨ 1.5
2000-01-15,제주,9,연승식,⑨,1.5,① 1.5 ⑩ 1.7 ⑨ 1.5
2000-01-15,제주,9,복승식,①⑩,29.5,①⑩ 29.5
2000-01-15,제주,9,쌍승식,,,
2000-01-15,제주,9,복연승식,,,
2000-01-15,제주,9,삼복승식,,,
2000-01-15,제주,9,삼쌍승식,,,
2000-01-15,제주,10,단승식,②,12.5,② 12.5
2000-01-15,제주,10,연승식,②,2.7,② 2.7 ④ 1.5 ⑤ 1.9
2000-01-15,제주,10,연승식,④,1.5,② 2.7 ④ 1.5 ⑤ 1.9
2000-01-15,제주,10,연승식,⑤,1.9,② 2.7 ④ 1.5 ⑤ 1.9
2000-01-15,제주,10,복승식,②④,2.7,②④ 2.7
2000-01-15,제주,10,쌍승식,,,
2000-01-15,제주,10,복연승식,,,
2000-01-15,제주,10,삼복승식,,,
2000-01-15,제주,10,삼쌍승식,,,
2000-01-16,제주,1,단승식,⑦,24.7,⑦ 24.7
2000-01-16,제주,1,연승식,⑦,3.8,⑦ 3.8 ② 1.5 ⑨ 1.1
2000-01-16,제주,1,연승식,②,1.5,⑦ 3.8 ② 1.5 ⑨ 1.1
2000-01-16,제주,1,연승식,⑨,1.1,⑦ 3.8 ② 1.5 ⑨ 1.1
2000-01-16,제주,1,복승식,⑦②,31.7,⑦② 31.7
2000-01-16,제주,1,쌍승식,,,
2000-01-16,제주,1,복연승식,,,
2000-01-16,제주,1,삼복승식,,,
2000-01-16,제주,1,삼쌍승식,,,
2000-01-16,제주,2,단승식,⑧,11.1,⑧ 11.1
2000-01-16,제주,2,연승식,⑧,3.7,⑧ 3.7 ③ 8.8 ② 1.6
2000-01-16,제주,2,연승식,③,8.8,⑧ 3.7 ③ 8.8 ② 1.6
2000-01-16,제주,2,연승식,②,1.6,⑧ 3.7 ③ 8.8 ② 1.6
2000-01-16,제주,2,복승식,⑧③,202.2,⑧③ 202.2
2000-01-16,제주,2,쌍승식,,,
2000-01-16,제주,2,복연승식,,,
2000-01-16,제주,2,삼복승식,,,
2000-01-16,제주,2,삼쌍승식,,,
2000-01-16,제주,3,단승식,⑨,4.2,⑨ 4.2
2000-01-16,제주,3,연승식,⑨,1.9,⑨ 1.9 ⑤ 2.0 ④ 1.9
2000-01-16,제주,3,연승식,⑤,2.0,⑨ 1.9 ⑤ 2.0 ④ 1.9
2000-01-16,제주,3,연승식,④,1.9,⑨ 1.9 ⑤ 2.0 ④ 1.9
2000-01-16,제주,3,복승식,⑨⑤,14.0,⑨⑤ 14.0
2000-01-16,제주,3,쌍승식,,,
2000-01-16,제주,3,복연승식,,,
2000-01-16,제주,3,삼복승식,,,
2000-01-16,제주,3,삼쌍승식,,,
2000-01-16,제주,4,단승식,①,1.7,① 1.7
2000-01-16,제주,4,연승식,①,1.3,① 1.3 ② 2.0 ⑦ 1.6
2000-01-16,제주,4,연승식,②,2.0,① 1.3 ② 2.0 ⑦ 1.6
2000-01-16,제주,4,연승식,⑦,1.6,① 1.3 ② 2.0 ⑦ 1.6
2000-01-16,제주,4,복승식,①②,5.3,①② 5.3
