race_date,meet,race_no,weather,track_condition,race_day_no,race_time,grade,distance_m,burden_type,race_name,rating_condition,age_sex_condition,rank,horse_no,horse_name,origin,sex,age,weight,rating,jockey,trainer,owner,margin,body_weight,win_odds,place_odds,equipment
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,1,06,풍운,호,거,4세,56,,문정균,박흥진,김도윤,,441(-9),1.4,1.0,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,2,12,빠른세대,호,암,6세,53,,박을운,고옥봉,홍성률,목,407(-2),103.6,18.9,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,3,14,하이파피,호,거,4세,57,,우창구,이종구,이영웅,1¼,424(2),4.9,1.3,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,4,09,나이스보이,호,수,6세,56,,안병기,최혜식,김성규,목,424(3),31.4,4.4,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,5,05,쌔비지,뉴,암,7세,54,,정평수,권세창,신영균,1¼,447(-8),77.7,7.4,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,6,04,레이디시크,뉴,암,5세,52,,이주용,지용훈,박시용,¾,473(-4),14.5,2.8,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,7,10,흥해,뉴,암,5세,55,,김귀배,이왕언,이종휘,목,468(-5),94.3,12.2,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,8,03,째즈누아,뉴,암,4세,55,,김효섭,하재흥,김용원,½,426(-4),12.1,2.5,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,9,13,차차웅,호,거,5세,54,,윤태혁,박덕준,최원곤,1,422(2),618.0,64.2,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,10,07,대상,뉴,암,6세,51,,이영우,김일성,일진코스메틱,2,420(8),374.9,24.1,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,11,02,제일선,뉴,암,4세,52,,황순도,강석철,송숙자,1¼,385(7),189.0,30.4,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,12,01,스쿠너,뉴,거,4세,57,,이성일,박원선,송근철,머리,455(9),8.5,2.3,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,13,08,날개바람,뉴,암,4세,52,,김동균,김병용,남종우,1¼,446(-16),94.3,9.7,
2000-01-08,서울,1,맑음,다습,제 1일,11:00,5군,1200M,마령,일반,400만원이하,연령오픈,14,11,폭주천사,뉴,암,3세,54,,김성현,김명국,콤텍시스템,10,412(-15),462.3,73.9,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,1,05,기쁨이,뉴,수,3세,55,,안병기,김병용,이각모,,493(-4),4.6,1.4,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,2,03,서궁,뉴,암,4세,55,,김혜성,지용훈,남기태,5,488(-8),1.5,1.1,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,3,08,센터플레이,뉴,암,3세,54,,조용배,지용철,구필모,1¾,480(4),5.5,1.5,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,4,04,런패스터,미,암,4세,52,,김동균,최혜식,성환옥,2½,420(3),103.1,8.6,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,5,12,★천자봉,호,암,4세,52,,최인형,강종문,권영술,¾,464(2),29.4,2.8,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,6,01,호달구,뉴,거,3세,55,,민용기,김점오,박성봉,머리,429(2),20.8,3.4,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,7,09,천지개벽,한,거,4세,52,,이영우,양재철,박현종,코,474(8),223.6,19.7,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,8,02,싹스고,호,거,4세,54,,황순도,김병용,김창식,1,466(1),100.6,10.5,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,9,10,홍성장군,뉴,암,5세,52,,이준철,김대근,유병옥,¾,412(4),57.0,5.7,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,10,07,광명대승,호,거,4세,57,,방춘식,김정진,구자선,1½,465(-10),20.7,3.3,
2000-01-08,서울,2,맑음,다습,제 1일,11:30,5군,1000M,마령,일반,400만원이하,연령오픈,11,11,왕초,뉴,암,3세,54,,김창옥,김문갑,어울림네트웍스,15,448(-19),212.5,25.1,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,1,10,신통한,한,암,3세,54,,윤기정,이왕언,김방철,,466(-10),1.4,1.1,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,2,01,수지,한,암,3세,54,,조용배,지용철,곽태훈,4,438(-7),2.9,1.2,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,3,03,실버나이스,한,수,3세,55,,천창기,서범석,강신호,1¾,447(-4),36.5,2.8,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,4,08,솔빛,한,수,3세,55,,김옥성,박원덕,안재준,½,464(9),158.0,11.3,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,5,11,득마산성,한,수,3세,55,,김혜성,지용훈,김연호,4,430(6),43.6,3.9,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,6,02,정동진,한,암,3세,54,,방춘식,강승영,권영원,1¼,491(-4),210.5,15.3,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,7,12,시나위,한,암,3세,54,,정호익,김양선,신라명과,1½,400(0),76.8,6.0,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,8,05,을지무공,한,수,3세,55,,김창옥,배대선,최효순,½,451(8),51.2,3.7,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,9,09,대명산,한,수,3세,55,,김형수,이희영,권태형,1¾,441(-12),46.7,7.2,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,10,06,상승원,한,암,3세,54,,안병기,김문갑,이종원,4,439(7),133.7,7.9,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,11,07,돌핀,한,수,3세,55,,신형철,강윤식,지성한,¾,474(-2),22.0,2.0,
2000-01-08,서울,3,맑음,다습,제 1일,12:00,국3,1000M,마령,일반,900만원이하,3세,12,04,생동이천,한,암,3세,51,,이정선,최영주,홍성률,1½,442(-2),394.3,20.0,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,1,12,로얄넛지,뉴,암,5세,57,,윤기정,이왕언,김방철,,477(0),3.0,1.4,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,2,06,태즈머노,뉴,암,4세,55,,정평수,권세창,김순주,4,432(3),5.0,1.7,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,3,10,천기절정,뉴,암,4세,55,,강병은,강승영,진교원,목,419(-13),24.7,5.7,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,4,04,베카,호,암,4세,55,,임금만,하재흥,신희원,목,454(-9),7.7,2.4,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,5,13,케리쇼어,뉴,암,4세,55,,정승수,윤종현,정진태,1½,441(1),8.0,3.1,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,6,07,리노,호,수,5세,57,,안병기,최혜식,박경만,목,442(3),87.2,15.6,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,7,14,★러닌밥,미,거,7세,56,,양희진,박진호,설원량,½,495(2),7.2,2.3,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,8,08,아워리젠시,호,거,4세,55,,하무선,김문갑,이근우,1,433(1),9.2,2.6,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,9,03,베뮤다,호,암,6세,54,,김재섭,김대근,정몽규,목,429(0),175.2,21.7,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,10,05,나의천사,뉴,암,5세,54,,강태현,장두천,박영철,½,435(5),49.7,7.5,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,11,02,골드스톤,뉴,암,7세,51,,김동균,김병용,김창식,2,446(4),204.2,37.6,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,12,01,스페이츠골드,호,거,4세,56,,문정균,박흥진,신항식,1½,442(-7),7.8,2.5,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,13,11,셰이크앤고,미,암,4세,52,,김명근,정지은,신정철,2,405(2),245.2,46.3,
2000-01-08,서울,4,맑음,다습,제 1일,12:50,4군,1200M,별정Ⅰ-A,일반,"1,200만원이하",연령오픈,14,09,프라우드레전드,호,수,5세,57,,한유영,한일영,방영섭,4,432(6),125.9,26.0,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,1,11,대지존,한,암,4세,52,,이종섭,이종구,박흥길,,444(-1),54.3,9.9,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,2,08,성산대교,한,거,4세,57,,서영석,김춘근,김용성,목,452(6),19.8,3.9,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,3,04,우량주,한,수,4세,57,,배휴준,임형규,이기선,1½,433(2),2.4,1.3,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,4,14,★불심,한,암,4세,55,,홍성호,박덕준,장수영,코,411(-1),23.2,4.1,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,5,09,자하연,한,거,4세,54,,이정선,최영주,권영원,¾,398(0),11.9,2.5,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,6,12,통일염원,한,암,4세,54,,강태현,신우철,우근민,½,463(1),104.9,13.5,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,7,13,금은동,한,암,3세,54,,고홍석,고옥봉,전좌식,¾,452(2),3.7,1.5,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,8,06,섬광주,한,암,4세,55,,김성현,임형규,김명식,½,390(2),29.1,6.4,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,9,01,선수루,한,수,3세,55,,조용배,지용철,구필모,½,490(-2),4.4,1.7,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,10,02,드림,한,수,7세,55,,문정균,장두천,경규환,2½,435(1),109.6,16.2,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,11,03,세기의여왕,한,암,4세,52,,오경환,박대흥,김용정,4,395(-4),167.8,33.3,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,12,07,촉매,한,수,5세,57,,우창구,이종구,이영웅,목,442(3),307.7,37.6,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,13,10,참깨,한,암,5세,52,,하무선,박종곤,김진엽,4,425(1),12.0,2.9,
2000-01-08,서울,5,맑음,다습,제 1일,13:50,국3,1400M,마령,일반,900만원이하,3세이상,14,05,유로랜드,한,암,4세,55,,안병기,김문갑,이종철,3,470(-4),161.9,16.7,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,1,05,추풍령,한,수,4세,55,,박을운,고옥봉,김용문,,433(8),2.7,1.1,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,2,02,노루실,한,암,5세,57,,양희진,박진호,류흥목,2,441(4),17.1,2.3,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,3,03,대마루,한,암,4세,57,,김효섭,안해양,이상홍,1,434(-2),6.4,1.7,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,4,04,솔마루,한,암,3세,55,,조용배,지용철,강성보,머리,541(-7),1.9,1.2,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,5,06,신흥부,한,수,4세,56,,방춘식,김정진,구자선,6,488(1),57.8,5.1,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,6,07,골든피어,한,암,4세,57,,안병기,김문갑,이종철,2½,404(-4),54.2,6.2,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,7,01,감로수,한,수,6세,56,,김동철,최영주,박선주,1¼,458(-5),79.9,9.6,
2000-01-08,서울,6,맑음,다습,제 1일,14:20,국2,1700M,별정Ⅳ-A,일반,"2,000만원이하",연령오픈,8,08,태극전사,한,수,5세,53,,하무선,박종곤,이웅열,12,449(-7),10.8,2.0,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,1,03,차령장군,호,암,3세,54,,김재섭,김대근,유병옥,,482(-9),1.0,1.0,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,2,08,새출발,뉴,암,5세,53,,문정균,박흥진,송용식,7,398(-1),36.4,2.5,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,3,01,사일런트어치버,뉴,거,5세,55,,서영석,김춘근,안선동,½,481(4),20.5,1.8,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,4,06,택스리턴,미,암,7세,50,,신대전,양재철,심상춘,3,413(-2),29.0,2.8,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,5,10,오르페우스,호,암,6세,51,,장세한,한일영,방영섭,1,471(-2),197.3,8.0,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,6,04,인디언핑크,뉴,암,4세,48,,이주용,지용훈,남기태,목,445(-3),173.7,10.7,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,7,11,해레어,뉴,거,4세,56,,이성일,김명국,풀무원건강식품(주),1,497(-1),12.5,1.4,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,8,09,무량대수,뉴,암,6세,53,,김태경,박종곤,이웅열,1½,409(-2),104.1,5.6,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,9,02,용문산,호,거,10세,52,,김동철,최상식,신홍균,4,453(15),319.2,34.3,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,10,12,최가속,호,거,8세,52,,김형수,안해양,함운일,½,421(0),142.0,25.6,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,11,07,실로,호,암,7세,51,,임대규,김일성,류근상,1¾,392(-12),126.5,6.2,
2000-01-08,서울,7,맑음,다습,제 1일,14:50,3군,1700M,별정Ⅰ-B,일반,"2,300만원이하",연령오픈,12,05,초속력,뉴,암,7세,48,,이영우,정찬근,원흥순,2,456(-4),282.8,22.0,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,1,14,★자당,한,암,4세,59,,신형철,강윤식,박승만,,443(-3),1.0,1.1,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,2,11,만주벌판,한,거,6세,53,,하무선,김윤섭,안재준,9,484(-6),234.4,8.4,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,3,07,물오름,한,거,5세,56,,정평수,권세창,김순주,목,451(6),36.0,2.1,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,4,01,토말,한,암,8세,52,,박을운,고옥봉,홍성률,목,470(7),15.3,1.6,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,5,12,탑촌,한,암,5세,54,,천창기,박대흥,남승현,½,429(5),87.9,3.9,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,6,13,대목,한,암,8세,51,,고홍석,지용철,이수길,목,425(-8),259.3,11.0,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,7,03,정일,한,암,5세,50,,지하주,김춘근,서준모,½,440(1),194.6,11.3,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,8,08,꽃나비,한,암,5세,52,,최인형,강종문,권영술,½,419(-4),422.7,18.0,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,9,04,왕발산,한,거,4세,55,,김효섭,박대흥,최애식,2½,452(2),5.9,1.3,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,10,09,싱싱돌이,한,암,5세,52.5,,민용기,김점오,박태훈,3,457(21),548.0,29.0,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,11,05,용천검,한,수,4세,54,,홍성호,박덕준,나정웅,1½,442(-4),119.7,5.6,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,12,02,옥관자,한,수,7세,48,,김동균,지용철,강성보,1½,452(9),637.7,42.1,
2000-01-08,서울,8,맑음,다습,제 1일,15:20,국1,1400M,핸디캡,특별,오픈,연령오픈,13,10,다이어트,한,거,8세,51,,최기홍,김명국,풀무원건강식품(주),¾,471(-9),323.5,11.0,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,1,14,★타워어브런던,미,거,7세,55,,배휴준,양재철,박현종,,479(-4),14.2,3.8,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,2,06,머스코카프라스펙,미,거,7세,58.5,,정평수,권세창,김복태,목,489(1),1.9,1.2,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,3,03,다트머스,미,암,7세,55.5,,임대규,김일성,이종복,목,445(-3),25.7,4.9,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,4,05,플락스,미,암,6세,54,,김효섭,김점오,조용오,¾,428(1),14.0,3.4,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,5,01,코란,호,암,7세,54.5,,조용배,지용철,나문숙,¾,494(3),8.1,2.3,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,6,08,금샘,호,거,8세,53,,지하주,강석철,윤여운,2,451(1),30.9,4.7,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,7,09,윈스타,뉴,거,7세,53,,김창옥,강승영,권영원,1,425(-2),13.4,2.3,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,8,10,얼릴릴리,미,거,7세,57.5,,문정균,박흥진,이긍범,1,454(-5),3.9,1.6,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,9,07,범산,호,수,6세,52,,장세한,장두천,최상섭,1¼,461(-1),198.6,20.9,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,10,02,마군단,뉴,거,8세,52,,권진환,정찬근,신길우,1¼,484(3),60.6,9.4,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,11,11,한비야,뉴,거,7세,50.5,,고홍석,고옥봉,전좌식,¾,464(-4),149.2,19.8,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,12,13,루팡,호,거,7세,52,,이주용,지용훈,조용학,1¾,498(1),91.2,15.0,
2000-01-08,서울,9,맑음,다습,제 1일,16:10,1군,2000M,핸디캡,일반,오픈,연령오픈,13,04,총수,아일,거,9세,52.5,,김동균,최혜식,성환옥,48,442(1),53.9,6.9,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,1,08,킹일루전,뉴,거,5세,58,,안병기,이용준,한광세,,487(2),2.7,1.3,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,2,02,오하이돈남호시즈,미,거,6세,56,,천창기,박대흥,김용정,1¼,495(1),4.7,1.8,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,3,01,무룡산,호,거,5세,57,,조용배,지용철,김채겸,1,479(3),28.8,6.4,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,4,13,래티히원더,뉴,암,4세,58,,최기홍,정지은,조태철,2,462(-1),16.6,2.8,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,5,12,보웬스프라스펙트,미,암,6세,54,,윤기정,이왕언,신건호,1¾,445(2),182.0,17.1,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,6,11,해피스타,호,암,6세,52,,고성이,배대선,윤흥열,2,439(5),257.0,26.8,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,7,05,대치,호,암,6세,54,,우창구,이종구,김기영,¾,441(1),38.0,4.6,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,8,04,더캐릭터,캐,거,7세,56,,방춘식,홍순철,안승찬,1½,484(1),144.6,14.7,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,9,14,허드슨스피드,뉴,수,3세,57,,김창옥,하재흥,이중연,목,484(10),2.8,1.5,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,10,07,빗즈무드,미,암,4세,55,,김효섭,이인호,민태구,목,435(-2),7.6,2.2,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,11,10,릿시,호,수,5세,60,,김혜성,김양선,정세능,¾,465(11),87.0,10.0,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,12,09,치고,미,암,5세,55,,홍성호,박덕준,서승린,4,433(1),120.7,12.5,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,13,06,레전드히어로,뉴,암,5세,52,,하무선,김문갑,이근우,2½,428(-5),79.5,7.5,
2000-01-08,서울,10,맑음,다습,제 1일,16:40,2군,1800M,별정Ⅰ-A,일반,"4,300만원이하",연령오픈,14,03,캄다운댄즐,미,암,6세,51,,황순도,안해양,이상홍,9,419(-8),69.8,12.1,
2000-01-08,서울,11,맑음,다습,제 1일,17:10,4군,1400M,별정Ⅰ-C,일반,"1,200만원이하",연령오픈,1,02,대비,뉴,암,4세,55,,안병기,김병용,김대권,,453(-8),2.8,1.3,
2000-01-08,서울,11,맑음,다습,제 1일,17:10,4군,1400M,별정Ⅰ-C,일반,"1,200만원이하",연령오픈,2,07,히즈어스카이트,뉴,거,4세,55,,문정균,박흥진,최관식,2,514(1),2.0,1.3,
2000-01-08,서울,11,맑음,다습,제 1일,17:10,4군,1400M,별정Ⅰ-C,일반,"1,200만원이하",연령오픈,3,10,자력,뉴,거,6세,50,,박명진,강윤식,박승만,2½,451(9),21.2,4.3,
2000-01-08,서울,11,맑음,다습,제 1일,17:10,4군,1400M,별정Ⅰ-C,일반,"1,200만원이하",연령오픈,4,14,러프리버스,뉴,거,5세,53,,이종섭,지용철,곽태훈,1,395(2),66.1,6.6,
2000-01-08,서울,11,맑음,다습,제 1일,17:10,4군,1400M,별정Ⅰ-C,일반,"1,200만원이하",연령오픈,5,06,사인오프,뉴,암,4세,52,,강태현,장두천,박영철,1¼,424(5),41.9,4.2,
